"FDID","Fire dept name","HQ addr1","HQ addr2","HQ city","HQ state","HQ zip","Mail addr1","Mail addr2","Mail PO box","Mail city","Mail state","Mail zip","HQ phone","HQ fax","County","Dept Type","Organization Type","Website","Number Of Stations","Active Firefighters - Career","Active Firefighters - Volunteer","Active Firefighters - Paid per Call","Non-Firefighting - Civilian","Non-Firefighting - Volunteer","Primary agency for emergency mgmt"
"40075","Templeton Fire and Emergency Services","206 5TH ST",,"Templeton","CA","93465",,,"PO Box 780","Templeton","CA","93465-0780","805-434-4911","805-434-4820","079","Mostly volunteer",,"https://www.templetoncsd.org/","1","5","0","30","1","1","Yes"
"47130","Tennant Volunteer Fire Department","13515 Tennant RD",,"Macdoel","CA","96058-9764","13515 Tennant RD",,,"Macdoel","CA","96058-9764","000-000-0000",,"093","Volunteer",,,"1","0","1","0","0","0",
"39115","Thornton Rural Fire District","25999 N Thornton RD",,"Thornton","CA","95686",,,"PO Box 78","Thornton","CA","95686-0078","209-327-0815","209-794-2946","077","Mostly volunteer",,,"1","4","15","0","0","0","Yes"
"21100","Tiburon Fire Protection District","1679 Tiburon BLVD",,"Tiburon","CA","94920-2511","1679 Tiburon BLVD",,,"Tiburon","CA","94920-2511","415-435-7200","415-435-7205","041","Mostly career",,"https://www.tiburonfire.org/","2","30","9","0","2","0","Yes"
"49225","Timber Cove Fire Protection District","30800 Seaview RD",,"Cazadero","CA","95421","30800 Seaview RD",,,"Cazadero","CA","95421","707-847-3299","707-847-3279","097","Volunteer",,,"1","0","24","0","0","2",
"19200","Torrance Fire Department","1701 Crenshaw BLVD",,"Torrance","CA","90501-3312","1701 Crenshaw BLVD",,,"Torrance","CA","90501-3312","310-781-7000","310-781-7030","037","Career",,"https://www.torranceca.gov/","6","144","0","0","21","0","Yes"
"F4580","Travis AFB Fire Department","191 W ST","60 CES/CEF","Travis AFB","CA","94535","191 W ST","60 CES/CEF",,"Travis AFB","CA","94535","707-424-3886","707-424-0060","095","Career",,"https://www.travis.af.mil/pages/fire/travisfire.html","4","94","0","0","1","0",
"53015","Trinity Center Volunteer Fire Department","111 Trinity Vista",,"Trinity Center","CA","96091",,,"PO Box 177","Trinity Center","CA","96091-0177","530-266-3420",,"105","Volunteer",,,"1","0","12","0","0","0","No"
"29060","Truckee Fire Protection District","10049 Donner Pass RD",,"Truckee","CA","96161",,,"PO Box 2768","Truckee","CA","96160-2768","530-582-7850","530-582-7854","057","Career",,"https://www.truckeefire.org/","8","44","0","0","6","0","Yes"
"54050","Tulare County Fire Department","835 S Akers ST",,"Visalia","CA","93277-9528","835 S Akers ST",,,"Visalia","CA","93277-9528","559-802-9800",,"107","Mostly volunteer",,"https://tularecounty.ca.gov/fire/","27","130","0","350","16","40","Yes"
"54040","Tulare Fire Department","800 S Blackstone ST",,"Tulare","CA","93274-5759","800 S Blackstone ST",,,"Tulare","CA","93274-5759","559-684-4360","559-685-2397","107","Career",,"https://www.tulare.ca.gov/departments/fire","3","39","0","0","3","0","Yes"
"47075","Tulelake Multi County Fire District","1 Ray Oehlerich WAY",,"Tulelake","CA","96134",,,"PO Box 306","Tulelake","CA","96134-0306","530-667-2997","530-667-2997","093","Volunteer",,,"2","0","21","0","0","0","No"
"55050","Tuolumne County Fire Department","18440 Striker CT",,"Sonora","CA","95370-7555","18440 Striker CT",,,"Sonora","CA","95370-7555","209-533-5118","209-533-5103","109","Mostly volunteer",,"https://www.tuolumnecounty.ca.gov/717/Fire-Department","14","16","44","3","4","0","Yes"
"55030","Tuolumne Fire District","18690 Main ST",,"Tuolumne","CA","95379-9686","18690 Main ST",,,"Tuolumne","CA","95379-9686","209-928-4505","209-928-9723","109","Mostly volunteer",,"https://www.tuolumnefire.com/","1","2","18","0","1","0","Yes"
"50110","Turlock Fire and Emergency Services","244 N Broadway",,"Turlock","CA","95380-4737","244 N Broadway",,,"Turlock","CA","95380-5459","209-668-5580","209-668-5558","099","Career",,"https://www.cityofturlock.org/citydepartments/firedepartment/","4","45","0","0","1","0","Yes"
"50120","Turlock Rural Fire Protection District","690 W Canal DR",,"Turlock","CA","95380","690 W Canal DR",,,"Turlock","CA","95380-3821","209-632-3953","209-632-1172","099","Volunteer",,,"1","0","30","0","0","0","No"
"55035","Twain Harte C.S.D.- Fire Division","18781 Cedar DR",,"Twain Harte","CA","95383",,,"PO Box 447","Twain Harte","CA","95383-0447","209-586-4800","209-586-4808","109","Mostly volunteer",,"https://www.twainhartecsd.com/","1","4","21","0","0","2","Yes"
"36210","Twentynine Palms Fire Department","6560 Adobe RD",,"Twentynine Palms","CA","92277-3302","6560 Adobe RD",,,"Twentynine Palms","CA","92277-3302","760-367-7524","760-367-0423","071","Mostly volunteer",,,"2","6","0","36","0","1",
"53567","U.S. Forest Service-Trinity River Managment Unit","210 W Main SQ","PO Box 1190","Weaverville","CA","96093","210 W Main SQ",,"PO Box 1190","Weaverville","CA","96093","530-623-2121","530-623-6010","105","Career",,,"7","32","0","0","0","0",
"19945","UCLA Fire","501 Westwood PLZ, 4TH FL",,"Los Angeles","CA","90095-8351","501 Westwood PLZ, 4TH FL",,,"Los Angeles","CA","90095-8351","310-825-5689",,"037","Career",,,"1","7","0","0","50","0","No"
"44760","UCSC Fire Department","1156  High ST","Headquarters Fire Station","Santa Cruz","CA","95064","1156 High ST","Headquarters Fire Station",,"Santa Cruz","CA","95064","831-459-2344","831-459-7608","087","Career",,"https://www2.ucsc.edu/fire_dept/","1","17","0","0","1","0",
"23075","Ukiah Fire Department","1500 S State ST",,"Ukiah","CA","95482-6709","1500 S State ST",,,"Ukiah","CA","95482-6709","707-462-7921","707-462-2938","045","Mostly volunteer",,,"3","20","20","0","1","3","Yes"
"23080","Ukiah Valley Fire Authority","1500 S State ST",,"Ukiah","CA","95482-6709","1500 S State ST",,,"Ukiah","CA","95482-6709","707-462-7921","707-462-2938","045","Mostly volunteer",,,"3","20","20","0","1","3","Yes"
"07135","Ultramar Fire Department","150 Solano WAY",,"Pacheco","CA","94553-1465","150 Solano WAY",,,"Pacheco","CA","94553-1465","925-370-3686","925-372-3052","013","Mostly volunteer",,,"1","17","0","40","0","0",
"01115","Union City Fire Department","34009 Alvarado-Niles RD",,"Union City","CA","94587","34009 Alvarado-Niles RD",,,"Union City","CA","94587-4452","510-675-5470","510-487-2117","001","Career",,,"4","49","0","0","3","0","Yes"
"33905","University of California Riverside","UCR EH&S",,"Riverside","CA","92521","UCR EH&S",,,"Riverside","CA","92521","951-787-6309","951-787-5122","065","Career",,,"1","3","0","0","0","0",
"57760","University of California, Davis Fire Department","1 Shields AVE",,"Davis","CA","95616-5270","1 Shields AVE",,,"Davis","CA","95616-5270","530-752-1236","530-752-4561","113","Mostly volunteer",,"https://fire.ucdavis.edu/","1","25","0","30","4","0","No"
"36215","Upland Fire Department","475 N 2ND AVE",,"Upland","CA","91786",,,"PO Box 460","Upland","CA","91785-0460","909-931-4180","909-931-4196","071","Mostly career",,"https://www.ci.upland.ca.us/","5","40","3","0","3","0","Yes"
"55555","USDA Forest Service Summit R.D.","1 Pinecrest Lake RD",,"Pinecrest","CA","95364","1 Pinecrest Lake RD",,,"Pinecrest","CA","95364","209-965-3434","209-965-3372","109","Mostly career",,,"4","27","0","11","1","0",
"12905","USDA-Forest Service-Six Rivers NF-LTRD","HWY 96 N","PO Box 68","Willow Creek","CA","95573","HWY 96 N",,"PO Box 68","Willow Creek","CA","95573","530-629-2118","530-629-2102","023","Career",,,"2","39","0","0","0","0",
"43150","Uvas Volunteer Fire Department","5770 Croy RD","Location: H","Morgan Hill","CA","95037",,,"PO Box 23809","San Jose","CA","95153-3809","408-782-8010",,"085","Volunteer",,"https://www.uvasfire.org","3","0","15","0","0","5","Yes"
"48060","Vacaville Fire Department","650 Merchant ST",,"Vacaville","CA","95688-6908","650 Merchant ST",,,"Vacaville","CA","95688-6908","707-449-5452","707-449-5486","095","Career",,"https://www.cityofvacaville.com/index.aspx?page=45","5","94","0","0","11","2","Yes"
"48065","Vacaville Fire Protection District","420 Vine ST",,"Vacaville","CA","95688-8704","420 Vine ST",,,"Vacaville","CA","95688-8704","707-447-2252","707-447-2769","095","Mostly volunteer",,"https://vfpd.net/","4","3","70","0","2","0","Yes"
"48095","Valero Refinery Fire Department","3400 E Second ST",,"Benicia","CA","94510","3400 E Second ST",,,"Benicia","CA","94510","707-745-7693","707-745-7531","095","Career",,,"3","58","0","0","0","0",
,"Valero Wilmington Fire Department","2402 E Anaheim ST",,"Wilmington","CA","90744","2402 E Anaheim ST",,,"Wilmington","CA","90744","562-495-5460","562-491-6712","037","Mostly volunteer",,,"2","26","100","0","6","0",
"48070","Vallejo Fire Department","970 Nimitz AVE",,"Vallejo","CA","94592-1040","970 Nimitz AVE",,,"Vallejo","CA","94592-1040","707-648-4526","707-648-5289","095","Career",,"https://www.cityofvallejo.net/city_hall/departments___divisions/fire","8","79","0","0","6","0","Yes"
"37175","Valley Center Fire Protection District","28234 Lilac RD",,"Valley Center","CA","92082","28234 Lilac RD",,,"Valley Center","CA","92082-5413","760-751-7600","760-749-3892","073","Career",,,"2","28","0","0","3","0","Yes"
"49210","Valley Ford Volunteer Fire Department","14445 Highway 1",,"Valley Ford","CA","94972",,,"PO Box 327","Valley Ford","CA","94972-0327","707-876-9900",,"097","Volunteer",,,"1","0","7","0","0","0","Yes"
"42830","Vandenberg Fire Department","BLDG 10660 1170 Iceland AVE",,"Vandenberg AFB","CA","93437","BLDG 10660 1170 Iceland AVE",,,"Vandenberg AFB","CA","93437","805-606-3111",,"083","Career",,,"6","120","0","0","0","0",
"56025","Ventura City Fire Department","1425 Dowell DR",,"Ventura","CA","93003","1425 Dowell DR",,"PO Box 99","Ventura","CA","93002","805-339-4300","805-658-9346","111","Career",,"https://www.ci.ventura.ca.us/depts/fire/fire.shtm","6","73","0","0","28","0",
"56020","Ventura County Fire Protection District","165 Durley AVE",,"Camarillo","CA","93010","165 Durley AVE",,,"Camarillo","CA","93010-8586","805-389-9710",,"111","Career",,"https://fire.countyofventura.org/","31","402","0","0","175","0","Yes"
"36220","Victorville Fire Department","14343 Civic DR","PO Box 5001","Victorville","CA","92393","14343 Civic DR","PO Box 5001",,"Victorville","CA","92393","760-955-5226","760-955-1098","071","Mostly career",,"https://ci.victorville.ca.us","4","50","0","35","7","0",
"37235","Viejas Fire Department","1 Viejas Grade RD",,"Alpine","CA","91901-1605","1 Viejas Grade RD",,,"Alpine","CA","91901-1605","619-659-2376","619-659-2397","073","Mostly career",,,"1","20","10","0","1","0","Yes"
"54045","Visalia Fire Department","420 N Burke ST",,"Visalia","CA","93292-6516","420 N Burke ST",,,"Visalia","CA","93292-6516","559-713-4266","559-713-4808","107","Career",,"https://www.visalia.city/depts/fire/default.asp","7","76","0","0","8","0","Yes"
"37170","Vista Fire Department","200 Civic Center DR",,"Vista","CA","92084-6275","200 Civic Center DR",,,"Vista","CA","92084-6275","760-643-5330","760-726-0852","073","Career",,"https://www.cityofvista.com/","6","84","0","0","6","0","Yes"
"19992","Walt Disney Studios Fire Department","500 N Buena Vista ST",,"Burbank","CA","91505-3209","500 N Buena Vista ST",,,"Burbank","CA","91505-3209","818-560-1171","818-560-3349","037","Mostly volunteer",,,"2","4","12","0","0","1",
"19035","Warner Bros Studios Fire Department","4000 Warner BLVD","BLDG 39","Burbank","CA","91522","4000 Warner BLVD","BLDG 39",,"Burbank","CA","91522-0001","818-954-5640","818-954-5641","037","Mostly career",,"https://www2.warnerbros.com/wbsf/#/home/","1","11","8","0","0","0","No"
"15411","Wasco State Prison Fire Department (CDCR)","701 Scofield AVE",,"Wasco","CA","93280-7515","701 Scofield AVE",,,"Wasco","CA","93280-7515","661-758-8400","661-758-7616","029","Career",,,"1","14","0","0","1","0","Yes"
"29095","Washington Fire Department","15406 Washington RD","PO Box 34","Washington","CA","95986",,,"PO Box 34","Washington","CA","95986-0034","530-265-4720",,"057","Volunteer",,,"1","0","6","0","0","10","Yes"
"39105","Waterloo Morada RFPD","6925 E Foppiano LN",,"Stockton","CA","95212-9411","6925 E Foppiano LN",,,"Stockton","CA","95212-9411","209-931-3107","209-931-6890","077","Career",,"https://www.wmfire.org/","2","18","0","0","1","0","No"
"44080","Watsonville Fire Department","372 Airport BLVD",,"Freedom","CA","95019","115 2ND ST",,,"Watsonville","CA","95076-4921","831-768-3200","831-763-4198","087","Career",,"https://cityofwatsonville.org/fire-department","2","34","0","0","1","0","Yes"
"53020","Weaverville Fire Department","125 Bremer St",,"Weaverville","CA","96093",,,"PO Box 447","Weaverville","CA","96093-0447","530-623-6156","530-623-5115","105","Mostly volunteer",,"www.wfdca.org","2","1","20","0","1","10","No"
"47080","Weed City Fire Department","128 Roseburg PKWY",,"Weed","CA","96094",,,"PO Box 470","Weed","CA","96094-0470","530-938-5030","530-938-5040","093","Mostly volunteer",,"https://www.ci.weed.ca.us/fire","1","2","0","25","0","0","Yes"
"12125","Weott Volunteer Fire Department","PO Box 269","30 Lum ST","Weott","CA","95571",,,"PO Box 269","Weott","CA","95571-0269","707-946-1953",,"023","Volunteer",,,"1","0","9","0","0","2","No"
"32042","West Almanor CSD","947 Long Iron DR",,"Chester","CA","96020","947 Long Iron DR",,,"Chester","CA","96020","530-259-5112","530-259-5113","063","Mostly volunteer",,"https://www.citlink.net/~westalmanorfd/","1","1","15","2","1","5",
"19210","West Covina Fire Department","1444 W Garvey AVE S #218",,"West Covina","CA","91790-2716","1444 W Garvey AVE S #218",,,"West Covina","CA","91790-2716","626-939-8824","626-939-8650","037","Career",,"https://www.westcovina.org/departments/fire-","5","71","0","0","5","2","Yes"
"57035","West Plainfield Fire Department","24901 County Road 95",,"Davis","CA","95616-9460","24901 County Road 95",,,"Davis","CA","95616-9460","530-756-0212","530-756-2608","113","Mostly volunteer",,"https://www.wpfd.net/","1","2","0","18","0","6","Yes"
"05050","West Point Fire District","195 Spink RD",,"West Point","CA","95255",,,"PO Box 315","West Point","CA","95255-0315","209-293-7000","209-293-1101","009","Mostly volunteer",,"http://www.westpointfire.org/","2","5","10","0","0","6","No"
"50100","West Stanislaus County Fire Protection District","344 W Las Palmas AVE",,"Patterson","CA","95363",,,"PO Box 565","Patterson","CA","95363-0565","209-895-8130","209-895-8139","099","Mostly volunteer",,"https://www.weststanfire.org/","6","4","80","0","3","0","No"
"13060","Westmorland Fire Department","230 W Main ST",,"Westmorland","CA","92281",,,"PO Box 699","Westmorland","CA","92281-0699","760-344-3411",,"025","Volunteer",,,"1","0","18","0","0","0","Yes"
"50065","Westport Fire Protection District","5160 S Carpenter RD",,"Modesto","CA","95358","5160 S Carpenter RD",,,"Modesto","CA","95358","209-537-1391","209-537-0918","099","Volunteer",,,"1","0","19","0","0","5",
"23910","Westport Volunteer Fire Department","37551 N HWY 1","PO Box 67","Westport","CA","95488",,,"PO Box 67","Westport","CA","95488-0067","707-357-4353",,"045","Volunteer",,"https://westportvfd.org/","1","0","10","0","0","0","Yes"
"18050","Westwood Fire Department","206 3rd ST",,"Westwood","CA","96137",,,"PO Box 319","Westwood","CA","96137-0319","530-256-3589","530-256-3212","035","Mostly volunteer",,,"1","1","17","0","0","1",
"23120","Whale Gulch Volunteer Fire Company","76850B Usal RD",,"Whitethorn","CA","95589-8514","76850B Usal RD",,,"Whitethorn","CA","95589-8514","707-986-7266",,"045","Volunteer",,,"1","0","15","0","0","0",
"26045","Wheeler Crest Fire Protection District","129 Willow RD",,"Swall Meadows","CA","93514-7169","129 Willow RD",,,"Swall Meadows","CA","93514-7169","760-387-2519",,"051","Volunteer",,"http://www.wheelercrestfire.org/","1","0","17","0","0","0","Yes"
"26005","White Mountain Fire Protection District","24931 N HWY 6","PO Box 950","Benton","CA","93512-7404",,,"PO Box 950","Benton","CA","93512-0950","760-933-2252",,"027","Volunteer",,,"1","0","12","0","0","12",
"12130","Whitethorn Fire Protection District","Corner of Briceland Thorn RD and Harris Creek RD",,"Whitethorn","CA","95589",,,"PO Box 183","Whitethorn","CA","95589","707-986-7728",,"023","Volunteer",,,"1","0","10","0","1","4",
"06045","Williams Fire Protection Authority","810 E ST",,"Williams","CA","95987",,,"PO Box 755","Williams","CA","95987-0755","530-473-2269","530-473-3174","011","Mostly volunteer",,"https://www.williamsfireprotectionauthority.org/","1","5","30","0","1","0","No"
"12135","Willow Creek Volunteer Fire Department","51 Willow RD","PO Box 51","Willow Creek","CA","95573-0051",,,"PO Box 51","Willow Creek","CA","95573-0051","530-629-2229","530-629-1979","023","Volunteer",,,"1","0","28","0","0","0",
"57085","Willow Oak Fire Protection District","17535 County RD",,"Woodlane","CA","95695","17535 County RD",,,"Woodlane","CA","95695","530-662-0781","530-662-5856","113","Mostly volunteer",,,"1","1","32","0","1","5",
"11065","Willows Rural Fire Protection District","445 S Butte ST",,"Willows","CA","95988-3406","445 S Butte ST",,,"Willows","CA","95988-3406","530-934-3322","530-934-5969","021","Volunteer",,,"1","0","35","0","0","15","No"
"49130","Wilmar Volunteer Fire Department","3825 Bodega AVE",,"Petaluma","CA","94952","3825 Bodega AVE",,,"Petaluma","CA","94952-8038","707-765-1995","707-765-9406","097","Volunteer",,,"1","0","38","0","0","13","No"
"34125","Wilton Fire Protection District","9800 Dillard RD",,"Wilton","CA","95693","9800 Dillard RD",,,"Wilton","CA","95693","916-687-6920","916-687-8920","067","Volunteer",,"https://www.wilton-fire.org","4","0","34","34","1","2",
"49215","Windsor Fire Protection District","8200 Old Redwood HWY",,"Windsor","CA","95492",,,"PO Box 530","Windsor","CA","95492-0530","707-838-1170","707-838-1173","097","Mostly career",,"https://www.windsorfire.net/","2","8","0","6","2","0",
